Tag,AGORA Model Name,TaxTree/NCIB ID,OpACIN-fDNA-001,OpACIN-fDNA-002,OpACIN-fDNA-003,OpACIN-fDNA-004,OpACIN-fDNA-005,OpACIN-fDNA-006,OpACIN-fDNA-007,OpACIN-fDNA-008,OpACIN-fDNA-009,OpACIN-fDNA-010,OpACIN-fDNA-011,OpACIN-fDNA-012,OpACIN-fDNA-013,OpACIN-fDNA-014,OpACIN-fDNA-015,OpACIN-fDNA-016,OpACIN-fDNA-017,OpACIN-fDNA-018,OpACIN-fDNA-019,OpACIN-fDNA-020,OpACIN-fDNA-021,OpACIN-fDNA-022,OpACIN-fDNA-023,OpACIN-fDNA-024,OpACIN-fDNA-025,OpACIN-fDNA-026,OpACIN-fDNA-027,OpACIN-fDNA-028,OpACIN-fDNA-029,OpACIN-fDNA-030,OpACIN-fDNA-031,OpACIN-fDNA-032,OpACIN-fDNA-033,OpACIN-fDNA-034,OpACIN-fDNA-035,OpACIN-fDNA-037,OpACIN-fDNA-038,OpACIN-fDNA-039,PAUS-base16567,PAUS-base20807,PAUS-base27704,PAUS-base34671,PAUS-base35603,PAUS-base36885,PAUS-base38798,PAUS-base44051,PAUS-base48040,PAUS-base48446,PAUS-base49317,PAUS-base49623,PAUS-base50750,PAUS-base51030,PAUS-base51377,PAUS-base51517,PAUS-base51558,PAUS-base51584,PAUS-base51679,PAUS-base51771,PAUS-base51823,PAUS-base51884,PAUS-base51887,PAUS-base51902,PAUS-base52021,PAUS-base52436,PAUS-base52513,PAUS-base52521,PAUS-base52534,PAUS-base52550,PAUS-base52579,PAUS-base52729,PAUS-base52757,PradoNKIbase106,PradoNKIbase107,PradoNKIbase108,PradoNKIbase109,PradoNKIbase110,PradoNKIbase112,PradoNKIbase113,PradoNKIbase114,PradoNKIbase115,PradoNKIbase116,PradoNKIbase117,PradoNKIbase118,PradoNKIbase119,PradoNKIbase120,PradoNKIbase121,PradoNKIbase122,PradoNKIbase123,PradoNKIbase124,PradoNKIbase125,PradoNKIbase128,PradoNKIbase129,PradoNKIbase130,PradoNKIbase131,PradoNKIbase132,PradoNKIbase134,PradoNKIbase135,PradoNKIbase136,PradoNKIbase137,PradoNKIbase139,PradoNKIbase140,PradoNKIbase142,PradoNKIbase143
Barnesiella_intestinihominis_YIT_11860_5,Barnesiella_intestinihominis_YIT_11860,Barnesiella intestinihominis YIT 11860,0.0002,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0.0001,0,0,0.0004,0.0002,0.0002,0,0,0,0,0,0.0001,0,0.0012,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0003,0,0,0,0,0,0,0.0001,0,0.0008,0,0.0002,0.0001,0,0,0.0002,0,0,0.0001,0,0,0,0.0001,0,0.0005,0,0.0002,0,0.0001,0.0001,0,0.0001,0,0,0.0001,0,0,0
Acetivibrio_clariflavus_DSM_19732_0,Clostridium_clariflavum_DSM_19732,Acetivibrio clariflavus DSM 19732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0.0001,0.0005,0,0,0,0,0.0004,0,0,0,0,0,0.0001,0,0.0003,0.0012,0.0016,0,0,0.0002,0,0,0,0.0002,0,0,0,0.0003,0,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_20,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0.0004,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0.0003,0,0,0,0,0,0,0,0.0007,0,0.0013,0.0001,0,0,0,0,0.0004,0,0,0.0022,0,0.0022,0,0,0,0,0,0,0,0.0005,0,0.0001,0,0,0,0,0.0003,0,0.0002,0,0,0,0
Roseburia_hominis_A2183_4,Roseburia_hominis_A2_183,Roseburia hominis A2-183,0,0,0,0,0,0,0.0002,0,0,0,0,0.0007,0,0,0,0,0,0.0005,0,0.0005,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0,0,0.0002,0.0002,0,0,0,0,0.0004,0.0004,0,0,0,0,0,0.0001,0.0003,0,0,0,0,0.0002,0,0.0001,0,0,0,0,0.0004,0.0003,0,0,0,0.0002,0,0,0,0.0004
Odoribacter_laneus_YIT_12061_2,Odoribacter_laneus_YIT_12061,Odoribacter laneus YIT 12061,0,0.0004,0,0,0,0,0,0.001,0,0,0,0,0,0.0005,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0.0003,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0.0007,0,0,0,0,0.0002,0.0002,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_champanellensis_18P13_JCM_17042_9,Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,0,0.0005,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0.0001,0,0.0003,0,0,0.0001,0,0,0,0,0.0003,0,0,0.0003,0,0.0005,0,0.0004,0.0004,0,0,0,0,0.0003,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0.0003,0,0,0,0,0,0,0,0.0006,0.0001,0.0004,0,0,0,0,0,0.0001,0,0.0001,0,0.0002,0.0003,0.0003,0,0,0,0,0.0002,0,0.0005,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0
Terrisporobacter_glycolicus_ATCC_14880_DSM_1288_5,Clostridium_glycolicum_ATCC_14880,Terrisporobacter glycolicus ATCC 14880 = DSM 1288,0,0.0002,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0.0017,0,0.0001,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0.0011,0.0002,0.0009,0,0.0006,0,0,0,0,0.0008,0,0,0,0,0,0,0.0004,0,0,0,0,0,0
Unidentified_Christensenellaceae_R-7_group_10,None,None,0,0.0002,0,0.0027,0,0,0,0,0,0,0,0.0002,0,0,0,0.0001,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0.0018,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0002,0,0.0001,0.0002,0.0001,0,0,0,0,0,0,0.0004,0,0,0.0001,0.0001,0,0,0,0.0001
Pseudoflavonifractor_capillosus_ATCC_29799_21,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0.0018,0,0,0,0.0002,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0005,0,0.001,0,0,0,0,0.0001,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_22,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0.0006,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0.0006,0,0,0,0,0,0,0.0004,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0.0003,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0002,0.0004,0,0,0,0,0.0005,0,0,0.0013,0,0,0,0,0,0,0.0002,0,0.0004,0,0.0001,0.0001,0,0.0005,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0.0005,0
Pseudoramibacter_alactolyticus_ATCC_23263_0,Pseudoramibacter_alactolyticus_ATCC_23263,Pseudoramibacter alactolyticus ATCC 23263,0,0,0,0,0,0,0,0.0002,0,0.0009,0,0,0,0,0,0,0,0,0.0001,0.0029,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0.0006,0,0,0,0,0,0,0.0029,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unidentified_UCG-010_1,None,None,0,0.0003,0,0,0,0,0,0.0017,0,0,0,0,0,0.0002,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0002,0,0,0.0009,0,0,0,0.0001,0.001,0,0,0,0,0,0,0,0,0,0.0003,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.0007,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0.0007,0,0,0,0.0003,0,0,0,0,0,0.0001
Amedibacillus_dolichus_DSM_3991_5,Eubacterium_dolichum_DSM_3991,Amedibacillus dolichus DSM 3991,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.0002,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0019,0.0001,0.0002,0,0.0001,0,0,0.0006,0,0.0007,0,0,0.0006,0,0.0001,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0
Eubacterium_sulci_ATCC_35585_10,Eubacterium_sulci_ATCC_35585,Eubacterium sulci ATCC 35585,0.0001,0,0.0001,0,0,0,0,0,0,0.0008,0,0.0002,0,0.0002,0,0,0,0,0,0.0002,0,0,0,0.0001,0,0.0004,0.0002,0.0001,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0.0004,0,0.0002,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0002,0,0.0003,0,0,0,0,0,0,0,0,0,0.0011,0,0.0004,0,0.0004,0,0.0006,0,0,0,0.0001,0,0,0,0
_eligens_ATCC_27750_10,Eubacterium_eligens_ATCC_27750, eligens ATCC 27750,0.0002,0.0002,0,0,0,0,0,0.0001,0,0,0,0.0002,0.0001,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0,0,0.0002,0,0,0,0,0,0,0.0001,0.0001,0,0.0002,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0,0.0002,0.0002,0.0002,0,0.0006,0.0004,0.0001,0.0001,0.0001,0.0001,0.0003,0.0001,0.0006,0,0.0001,0.0003,0,0,0.0001,0.0001,0.0001,0.0002,0,0.0002,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_23,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0,0,0,0.0006,0,0,0.0003,0,0,0,0,0,0,0.0001,0,0.0002,0,0.0002,0,0,0,0,0,0,0,0,0.0002,0,0.0004,0,0,0.0003,0.0002,0.0003,0.0005,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0009,0,0.0002,0,0,0,0,0,0,0.0001,0.0007,0,0.0003,0,0.0001,0.0001,0,0.0002,0.0001,0,0.0002,0.0001,0.0001,0,0.0004,0,0,0,0,0,0.0001,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_24,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0.0003,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0015,0.0001,0,0,0,0,0,0,0.0011,0,0.0015,0.0003,0,0.0002,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0.0001,0,0,0,0
_methoxybenzovorans_SR3_32,Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,0,0,0,0,0,0,0.0002,0,0,0,0,0.0015,0,0,0,0,0,0,0,0.0003,0,0,0,0,0.0001,0,0,0.0017,0,0,0,0,0.0003,0,0,0.0002,0,0,0,0.0012,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0006,0,0,0.0002,0,0,0
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_32,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0,0,0,0.0031,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0006,0,0.0005,0,0.0001,0,0.0006,0,0,0,0.0001,0,0,0,0,0,0,0,0,0
Parabacteroides_distasonis_ATCC_8503_1,Parabacteroides_distasonis_ATCC_8503,Parabacteroides distasonis ATCC 8503,0,0,0.001,0,0,0,0.0002,0,0,0.0007,0.0006,0,0.0007,0,0,0.0002,0,0,0.0003,0,0,0,0,0,0,0,0,0.001,0,0.0005,0,0,0,0.0002,0.0002,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0.0003,0,0.0003,0,0,0,0,0,0.0005,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0.0002,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0
Clostridium_perfringens_ATCC_13124_7,Clostridium_perfringens_ATCC_13124,Clostridium perfringens ATCC 13124,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0008,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107,0,0,0.0006,0,0,0.0008,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0.0012,0,0,0.0018,0,0,0.0008,0,0,0.0001,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_albus_7_DSM_20455_2,Ruminococcus_albus_7,Ruminococcus albus 7 = DSM 20455,0,0,0,0.0019,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0006,0,0.0002,0,0,0.0005,0,0.0001,0,0.001,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0.0001,0.0005,0,0,0,0,0.0002,0,0,0.0002,0,0.0005,0,0,0.0002,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001
Ruminococcus_albus_7_DSM_20455_3,Ruminococcus_albus_7,Ruminococcus albus 7 = DSM 20455,0.0002,0,0,0.0005,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0.0003,0,0.0004,0,0,0.0004,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0002,0.0003,0.0002,0,0.0002,0,0,0.0002,0.0006,0,0,0.0007,0,0.0002,0,0,0,0,0,0,0,0
_methylpentosum_28,Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0002,0,0.0001,0,0.0003,0,0.0002,0.0001,0.0003,0,0,0,0,0,0.0002,0,0,0.0003,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0002,0.0003,0.0002,0,0,0,0.0003,0,0,0.0001,0,0.0002,0,0.0002,0,0,0.0005,0.0001,0.0002,0.0004,0.0001,0.0002,0,0,0.0001,0,0,0.0001,0.0001,0.0002,0.0001,0,0,0,0.0003,0
Acetivibrio_clariflavus_DSM_19732_1,Clostridium_clariflavum_DSM_19732,Acetivibrio clariflavus DSM 19732,0.0001,0,0,0.0015,0,0,0,0,0,0.0003,0,0.0003,0,0.0003,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0001,0.0001,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0005,0.0001,0.0002,0.0002,0.0001,0.0001,0,0.0003,0,0.0002,0,0,0.0001,0.0001,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_25,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0.0001,0,0,0.0013,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0002,0,0,0,0,0.0001,0,0.0003,0,0,0,0,0,0,0,0,0,0.0002,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0.0003,0,0,0,0,0,0,0,0.0002,0,0,0,0.0001,0.0004,0.0001,0.0003,0,0.0001,0,0,0,0.0004,0,0.0001,0.0011,0,0,0,0,0,0,0,0,0,0
_methoxybenzovorans_SR3_33,Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0.0001,0,0.0019,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0001,0,0,0,0.0002,0.0001,0,0,0.0003,0,0.0016,0.0006,0,0.0003,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_methylpentosum_29,Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,0.0002,0.0002,0,0.0001,0.0001,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0.0006,0,0,0,0,0,0.0003,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0.0003,0,0.0002,0,0,0,0,0,0,0,0,0.0002,0.0001,0.0002,0,0.0001,0.0005,0,0,0,0.0003,0,0.0002,0.0003,0,0.0001,0,0.0002,0,0.0002,0,0.0001,0.0004,0.0001,0.0001,0,0.0002,0,0,0,0,0.0001,0
_methylpentosum_30,Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,0,0,0,0,0.0001,0,0,0,0,0,0,0.0004,0,0.0003,0,0.0001,0,0,0.0001,0,0,0.0001,0,0,0,0.0002,0,0.0003,0,0,0,0.0003,0.0012,0,0,0.0001,0.0001,0,0,0.0021,0.0007,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0.0016,0,0,0,0,0.0002,0,0,0,0,0.0003,0,0,0,0,0.0001,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0002,0.0004,0,0,0,0,0,0,0,0,0,0,0,0
_spiroforme_DSM_1552_3,Clostridium_spiroforme_DSM_1552, spiroforme DSM 1552,0,0.0005,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0002,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.0006,0,0,0.0006,0,0.0002,0,0,0,0,0,0,0,0
Anaerostipes_caccae_L192_2,Anaerostipes_caccae_DSM_14662,Anaerostipes caccae L1-92,0.0001,0.0002,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0004,0.0003,0,0,0,0,0,0,0,0.0004,0,0,0,0.0001,0,0,0,0,0.0002,0.0005,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0.0003,0,0,0.0001,0,0,0.0002,0,0,0.0002,0.0002,0,0,0.0001,0,0.0002,0,0.0002,0.0004,0.0005,0,0.0001,0,0.0001,0,0.0003,0,0,0,0,0.0001
Streptococcus_peroris_ATCC_700780_0,Streptococcus_peroris_ATCC_700780,Streptococcus peroris ATCC 700780,0,0.0003,0,0,0,0,0,0.0001,0,0,0,0,0.0002,0,0,0,0,0,0.0022,0,0,0.0001,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0.0006,0.0007,0,0,0,0,0,0,0,0,0,0.0005,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0006,0,0,0
_lactaris_ATCC_29176_16,Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0.0011,0,0,0,0,0,0.0003,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0001,0,0,0,0.0002,0,0,0,0,0,0.0001
Blautia_hansenii_DSM_20583_11,Blautia_hansenii_VPI_C7_24_DSM_20583,Blautia hansenii DSM 20583,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0.0008,0,0,0,0,0.0003,0.0009,0,0,0,0.0002,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.0006,0,0.0002,0.0001,0,0,0,0.0001
Tyzzerella_nexilis_DSM_1787_2,Clostridium_nexile_DSM_1787,Tyzzerella nexilis DSM 1787,0,0,0.0006,0,0,0,0,0,0,0.0003,0.0019,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0.0009,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_26,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0.0001,0,0.0007,0.0006,0,0.0004,0,0,0,0,0.0006,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0.0029,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0
Unidentified_Christensenellaceae_R-7_group_11,None,None,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0.0004,0,0.0007,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0.0001,0.0004,0,0,0,0,0.0006,0,0,0,0,0.0006,0.0002,0,0,0,0,0.0003,0,0.0002,0.0001,0,0,0,0,0.0003
Enterococcus_cecorum_DSM_20682_ATCC_43198_0,Enterococcus_cecorum_DSM_20682,Enterococcus cecorum DSM 20682 = ATCC 43198,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0.0006,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0.0001
Unidentified_Christensenellaceae_R-7_group_12,None,None,0,0.0001,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0008,0.0009,0,0.0001,0,0,0.0001,0,0,0,0.0001,0,0,0,0.0003,0,0,0,0,0,0.0003
Unidentified_Firmicutes_0,None,None,0,0.0001,0,0.0001,0,0,0,0.0001,0,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0002,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0.0001,0.0002,0,0,0,0,0,0,0,0.0002,0,0,0.0003,0,0.0003,0,0.0007,0,0,0.0002,0,0,0.0004,0,0,0,0,0,0.0002,0,0.0002,0,0,0,0.0001,0.0002,0,0.0001,0.0001,0.0003,0,0.0002,0.0002,0.0001,0.0001,0,0.0002,0,0.0002,0,0.0001,0,0,0,0.0001
