AGORA Model Name,TaxTree/NCBI ID,Tag,OpACIN-fDNA-001,OpACIN-fDNA-002,OpACIN-fDNA-003,OpACIN-fDNA-004,OpACIN-fDNA-005,OpACIN-fDNA-006,OpACIN-fDNA-007,OpACIN-fDNA-008,OpACIN-fDNA-009,OpACIN-fDNA-010,OpACIN-fDNA-011,OpACIN-fDNA-012,OpACIN-fDNA-013,OpACIN-fDNA-014,OpACIN-fDNA-015,OpACIN-fDNA-016,OpACIN-fDNA-017,OpACIN-fDNA-018,OpACIN-fDNA-019,OpACIN-fDNA-020,OpACIN-fDNA-021,OpACIN-fDNA-022,OpACIN-fDNA-023,OpACIN-fDNA-024,OpACIN-fDNA-025,OpACIN-fDNA-026,OpACIN-fDNA-027,OpACIN-fDNA-028,OpACIN-fDNA-029,OpACIN-fDNA-030,OpACIN-fDNA-031,OpACIN-fDNA-032,OpACIN-fDNA-033,OpACIN-fDNA-034,OpACIN-fDNA-035,OpACIN-fDNA-037,OpACIN-fDNA-038,OpACIN-fDNA-039,PAUS-base16567,PAUS-base20807,PAUS-base27704,PAUS-base34671,PAUS-base35603,PAUS-base36885,PAUS-base38798,PAUS-base44051,PAUS-base48040,PAUS-base48446,PAUS-base49317,PAUS-base49623,PAUS-base50750,PAUS-base51030,PAUS-base51377,PAUS-base51517,PAUS-base51558,PAUS-base51584,PAUS-base51679,PAUS-base51771,PAUS-base51823,PAUS-base51884,PAUS-base51887,PAUS-base51902,PAUS-base52021,PAUS-base52436,PAUS-base52513,PAUS-base52521,PAUS-base52534,PAUS-base52550,PAUS-base52579,PAUS-base52729,PAUS-base52757,PradoNKIbase106,PradoNKIbase107,PradoNKIbase108,PradoNKIbase109,PradoNKIbase110,PradoNKIbase112,PradoNKIbase113,PradoNKIbase114,PradoNKIbase115,PradoNKIbase116,PradoNKIbase117,PradoNKIbase118,PradoNKIbase119,PradoNKIbase120,PradoNKIbase121,PradoNKIbase122,PradoNKIbase123,PradoNKIbase124,PradoNKIbase125,PradoNKIbase128,PradoNKIbase129,PradoNKIbase130,PradoNKIbase131,PradoNKIbase132,PradoNKIbase134,PradoNKIbase135,PradoNKIbase136,PradoNKIbase137,PradoNKIbase139,PradoNKIbase140,PradoNKIbase142,PradoNKIbase143
Roseburia_hominis_A2_183,Roseburia hominis A2-183,Roseburia_hominis_A2183_4,0,0,0,0,0,0,27,0,0,0,0,53,0,0,0,0,0,43,0,47,0,0,0,0,0,0,0,109,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,58,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,0,0,12,11,0,0,0,0,32,56,0,0,0,0,0,7,28,0,0,0,0,32,0,10,0,0,0,0,63,62,0,0,0,41,0,0,0,65
Odoribacter_laneus_YIT_12061,Odoribacter laneus YIT 12061,Odoribacter_laneus_YIT_12061_2,0,33,0,0,0,0,0,106,0,0,0,0,0,43,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,18,0,0,0,0,0,17,7,0,0,0,0,0,0,0,78,0,0,0,0,29,27,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,Ruminococcus_champanellensis_18P13_JCM_17042_9,0,41,0,0,0,0,0,0,0,0,92,0,0,0,0,9,0,24,5,0,5,0,0,0,0,26,0,0,29,0,50,0,33,31,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,31,6,17,0,0,0,0,0,10,0,23,0,22,38,28,0,0,0,0,27,0,69,153,23,0,0,0,0,4,0,0,0,0,0,0,0
Clostridium_glycolicum_ATCC_14880,Terrisporobacter glycolicus ATCC 14880 = DSM 1288,Terrisporobacter_glycolicus_ATCC_14880_DSM_1288_5,0,21,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,84,0,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,146,17,111,0,78,0,0,0,0,172,0,0,0,0,0,0,52,0,0,0,0,0,0
None,None,Unidentified_Christensenellaceae_R-7_group_10,0,21,0,242,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,39,0,0,0,0,0,0,0,0,200,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,26,0,23,28,17,0,0,7,0,0,0,85,0,0,14,20,0,0,0,11
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_21,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,24,0,0,0,0,0,0,0,0,164,0,0,0,24,0,0,0,0,0,0,0,0,12,0,0,0,0,120,0,174,0,0,0,0,11,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_22,46,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,65,0,0,0,0,0,0,36,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,15,0,0,0,0,0,7,0,0,0,0,0,0,8,23,0,0,0,0,17,0,0,112,0,0,0,0,0,0,26,0,53,0,16,22,0,79,0,0,83,0,0,0,0,0,0,0,0,0,0,70,0
Pseudoramibacter_alactolyticus_ATCC_23263,Pseudoramibacter alactolyticus ATCC 23263,Pseudoramibacter_alactolyticus_ATCC_23263_0,0,0,0,0,0,0,0,23,0,84,0,0,0,0,0,0,0,0,8,259,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,160,31,0,0,0,0,0,0,143,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,None,Unidentified_UCG-010_1,0,27,0,0,0,0,0,181,0,0,0,0,0,20,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,102,0,0,0,9,83,0,0,0,0,0,0,0,0,0,15,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,36,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,42,36,0,0,0,0,0,0,0,99,0,0,6,40,0,0,0,0,0,19
Eubacterium_dolichum_DSM_3991,Amedibacillus dolichus DSM 3991,Amedibacillus_dolichus_DSM_3991_5,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,251,9,25,0,11,0,0,60,0,111,0,0,108,0,14,0,0,0,0,0,94,0,0,0,0,0,0,6,0
Eubacterium_sulci_ATCC_35585,Eubacterium sulci ATCC 35585,Eubacterium_sulci_ATCC_35585_10,9,0,11,0,0,0,0,0,0,70,0,15,0,21,0,0,0,0,0,14,3,0,0,8,0,35,23,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,0,52,0,0,0,0,0,0,0,0,0,170,0,58,0,62,0,127,0,0,0,18,0,0,0,7
Eubacterium_eligens_ATCC_27750, eligens ATCC 27750,_eligens_ATCC_27750_10,13,15,0,0,0,0,0,7,0,0,0,15,7,0,0,0,0,0,0,0,0,13,15,4,0,0,16,0,0,0,0,0,0,11,6,0,18,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,22,16,28,0,66,51,11,18,17,18,55,23,86,0,29,41,0,0,21,20,17,29,0,35,0,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_23,0,0,0,55,0,0,44,0,0,0,0,0,0,9,0,22,0,18,0,0,0,0,0,0,0,0,22,0,33,0,0,26,15,21,52,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,42,0,7,0,0,0,0,0,0,11,119,0,42,0,9,12,0,29,21,0,32,21,24,0,62,0,0,0,0,0,10,0,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_24,25,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,140,9,0,0,0,0,0,0,111,0,157,35,0,24,0,0,0,0,0,0,55,0,0,0,0,0,0,10,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_32,0,0,0,0,0,0,31,0,0,0,0,111,0,0,0,0,0,0,0,24,0,0,0,0,9,0,0,168,0,0,0,0,23,0,0,19,5,0,0,46,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,79,0,0,32,0,0,0
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_32,0,0,0,283,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,13,101,0,93,0,20,0,146,0,0,0,19,0,0,0,0,0,0,0,0,0
Parabacteroides_distasonis_ATCC_8503,Parabacteroides distasonis ATCC 8503,Parabacteroides_distasonis_ATCC_8503_1,0,0,104,0,0,0,25,0,0,59,66,0,65,0,0,22,0,0,34,0,0,0,0,0,0,0,0,98,0,43,0,0,0,15,23,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17,0,10,0,0,0,0,0,27,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Clostridium_perfringens_ATCC_13124,Clostridium perfringens ATCC 13124,Clostridium_perfringens_ATCC_13124_7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,77,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,27,0,0,40,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,61,0,0,91,0,0,27,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_albus_7,Ruminococcus albus 7 = DSM 20455,Ruminococcus_albus_7_DSM_20455_2,0,0,0,168,15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,63,0,13,0,0,49,0,9,0,104,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,10,54,0,0,0,0,26,0,0,25,0,86,0,0,54,0,0,21,0,0,0,0,0,0,0,0,0,14
Ruminococcus_albus_7,Ruminococcus albus 7 = DSM 20455,Ruminococcus_albus_7_DSM_20455_3,19,0,0,49,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,37,0,31,0,0,33,0,0,0,0,0,0,0,0,0,12,0,0,0,46,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,44,25,0,39,0,0,36,139,0,0,102,0,30,0,0,0,0,0,5,0,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_28,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,16,0,27,0,14,8,26,0,0,0,0,0,17,0,0,37,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,13,7,0,0,0,24,0,0,8,0,31,0,28,0,4,73,18,32,64,15,36,0,0,19,0,0,20,11,25,12,0,6,0,47,0
Clostridium_clariflavum_DSM_19732,Acetivibrio clariflavus DSM 19732,Acetivibrio_clariflavus_DSM_19732_1,6,0,0,134,0,0,0,0,0,27,0,21,0,31,0,0,0,0,0,0,0,21,0,0,0,0,7,7,0,0,0,0,9,5,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,3,10,0,0,0,2,0,0,0,0,22,4,0,4,0,90,12,33,32,27,17,0,51,0,48,0,0,9,12,0,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_25,7,0,0,119,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,17,0,0,0,0,16,0,27,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,15,0,0,0,0,0,0,0,17,0,0,0,9,38,16,54,0,18,0,7,0,96,0,12,159,0,0,0,0,0,0,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_33,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,13,0,170,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,19,8,0,0,29,0,171,75,0,43,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_29,18,16,0,11,7,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,56,0,0,0,0,0,28,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,0,21,16,19,0,10,51,6,0,0,44,0,21,51,0,19,0,27,0,34,0,21,54,16,12,4,26,0,7,0,0,15,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_30,0,0,0,0,16,0,0,0,0,0,0,28,0,26,0,14,0,0,7,0,0,15,0,0,0,14,0,29,0,0,0,26,102,0,0,8,14,0,0,85,31,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,83,0,0,0,0,12,0,0,0,0,11,0,0,0,0,19,0,11,0,24,0,0,0,0,0,0,0,0,0,0,39,58,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_spiroforme_DSM_1552, spiroforme DSM 1552,_spiroforme_DSM_1552_3,0,41,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,22,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,6,0,136,0,0,82,0,43,0,0,0,0,0,0,0,0
Anaerostipes_caccae_DSM_14662,Anaerostipes caccae L1-92,Anaerostipes_caccae_L192_2,11,20,0,0,0,0,0,8,0,0,0,0,0,0,0,40,18,0,0,0,0,0,0,0,39,0,0,0,8,0,0,0,0,16,51,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,8,31,0,0,9,0,0,26,0,0,22,25,0,0,11,0,28,0,38,71,79,0,18,0,22,0,42,0,0,0,0,22
Streptococcus_peroris_ATCC_700780,Streptococcus peroris ATCC 700780,Streptococcus_peroris_ATCC_700780_0,0,30,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0,0,243,0,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,26,0,0,0,0,0,0,0,0,0,0,0,31,34,0,0,0,0,0,0,0,0,0,24,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,102,0,0,0
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_16,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,56,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,11,0,0,0,34,0,0,0,0,0,9
Blautia_hansenii_VPI_C7_24_DSM_20583,Blautia hansenii DSM 20583,Blautia_hansenii_DSM_20583_11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,42,0,0,0,0,28,104,0,0,0,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,102,0,29,24,0,0,0,11
Clostridium_nexile_DSM_1787,Tyzzerella nexilis DSM 1787,Tyzzerella_nexilis_DSM_1787_2,0,0,59,0,0,0,0,0,0,26,206,0,0,0,0,0,0,0,0,28,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,156,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_26,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,16,0,59,46,0,34,0,0,0,0,27,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,144,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
None,None,Unidentified_Christensenellaceae_R-7_group_11,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,14,0,38,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,10,67,0,0,0,0,93,0,0,0,0,89,45,0,0,0,0,59,0,33,9,0,0,0,0,42
Enterococcus_cecorum_DSM_20682,Enterococcus cecorum DSM 20682 = ATCC 43198,Enterococcus_cecorum_DSM_20682_ATCC_43198_0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,66,6,0,105,0,6,0,365,0,0,0,0,0,0,0,0,5,0,0,0,18
None,None,Unidentified_Christensenellaceae_R-7_group_12,0,11,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,100,149,0,9,0,0,9,0,0,0,10,0,0,0,39,0,0,0,0,0,47
None,None,Unidentified_Firmicutes_0,0,9,0,6,0,0,0,8,0,8,0,0,0,6,0,0,0,0,0,0,0,19,0,0,0,0,15,4,0,0,0,13,0,5,0,0,0,4,0,0,0,0,11,0,0,0,0,0,6,8,0,0,0,0,0,0,0,5,0,0,13,0,15,0,33,2,0,12,0,0,12,0,0,0,0,0,26,0,28,0,0,0,10,27,0,10,11,39,7,40,27,25,18,0,34,0,35,0,12,0,0,6,11
Kandleria_vitulina_DSM_20405,Kandleria vitulina DSM 20405,Kandleria_vitulina_DSM_20405_1,0,0,65,0,0,0,20,0,0,253,0,0,0,0,0,0,0,0,0,59,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,36,0,0,0
Barnesiella_intestinihominis_YIT_11860,Barnesiella intestinihominis YIT 11860,Barnesiella_intestinihominis_YIT_11860_6,0,0,0,0,0,0,0,116,0,0,0,0,0,18,13,0,40,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,23,0,39,0,18,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
Actinomyces_georgiae_DSM_6843,Schaalia georgiae DSM 6843,Schaalia_georgiae_DSM_6843_1,30,18,21,0,0,0,10,0,0,48,13,16,0,0,0,0,0,13,28,10,0,0,18,57,0,0,0,0,0,0,0,21,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,7,0,0,0,0,0,50,8,94,0,0,0,0,0,12
Collinsella_tanakaei_YIT_12063,Collinsella tanakaei YIT 12063,Collinsella_tanakaei_YIT_12063_1,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,19,0,0,0,0,19,0,76,0,0,0,6,9,0,0,0,0,0,10,0,0,0,22,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,16,0,0,0,4,0,9,0,16,68,0,105,125,4,2,0,3,0,0,0
Clostridium_clariflavum_DSM_19732,Acetivibrio clariflavus DSM 19732,Acetivibrio_clariflavus_DSM_19732_2,0,7,0,14,0,0,0,0,0,0,0,27,0,41,0,14,0,0,0,32,0,0,0,0,0,16,0,0,0,0,46,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,35,0,10,0,0,0,69,80,0,0,0,65,0,0,24,0,10,0,0,0,23,0,0,0,0
Raoultella_planticola_ATCC_33531,Raoultella planticola ATCC 33531,Raoultella_planticola_ATCC_33531_1,7,0,0,58,0,0,0,0,0,0,0,18,0,25,0,15,0,0,0,29,0,0,0,0,0,0,36,39,8,0,0,0,19,2,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,21,0,11,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,5,0,0,0,0,0,0,4,0,0,32,0,0,8,4,0,0,4,48,0,57,4,0,11,0,12,13,0,0,0,28,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_27,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,35,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,122,0,0,0,0,7,0,0,0,0,0,0,0,0,10,24,0,8,24,0,0,0,0,0,0,124,0,0,0,0,8,0,0,0,0,0,0,0,0,62
Blautia_wexlerae_DSM_19850,Blautia wexlerae DSM 19850,Blautia_wexlerae_DSM_19850_5,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,30,0,27,0,0,0,0,0,0,0,0,60,0,32,0,88,0,0,0,0,0,0,0,0,27,0,0,0,0,48,0,0,0,0,0,0,19,0,41,0,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_28,0,23,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,33,0,27,0,0,33,8,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,0,6,0,0,0,12,0,0,3,0,0,0,0,0,0,0,29,0,0,28,0,0,0,8,7,0,20,12,0,0,0,0,14,0,11,0,0,0,0,14,0,9,11,6,0,0,76,0,0,0,54
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_34,0,0,73,0,0,0,0,0,0,0,212,0,0,0,64,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,31,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,16,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_29,57,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,8,0,0,25,25,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,12,0,0,0,0,0,0,0,0,23,0,0,0,0,42,64,0,0,9,0,0,0,0,0,48,67,0,0,0,0
